pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
102	Quatro meninas estão fazendo ponte e brincando no jardim	Quatro crianças estão fazendo ponte no parque	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Four girls are doing backbends and playing in the garden	Four children are doing backbends in the park	FLICKR	FLICKR	TEST
103	Quatro meninas estão fazendo pontes e brincando em uma área coberta	Quatro crianças estão fazendo ponte no parque	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	Four girls are doing backbends and playing indoors	Four children are doing backbends in the park	FLICKR	FLICKR	TEST
104	Quatro crianças estão fazendo ponte no parque	Quatro garotas estão fazendo ponte e brincando ao ar livre	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Four kids are doing backbends in the park	Four girls are doing backbends and playing outdoors	FLICKR	FLICKR	TEST
105	Quatro crianças estão fazendo ponte na academia	Quatro garotas estão fazendo ponte e brincando ao ar livre	NEUTRAL	3.8	A_neutral_B	B_neutral_A	Four children are doing backbends in the gym	Four girls are doing backbends and playing outdoors	FLICKR	FLICKR	TRIAL
106	Quatro garotas estão fazendo ponte e brincando ao ar livre	Quatro crianças estão fazendo ponte no parque	NEUTRAL	4.1	A_neutral_B	B_neutral_A	Four girls are doing backbends and playing outdoors	Four children are doing backbends in the park	FLICKR	FLICKR	TEST
107	Um homem, que está jogando, está correndo com a bola em suas mãos	Um jogador está correndo com a bola	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man who is playing is running with the ball in his hands	A player is running with the ball	FLICKR	FLICKR	TRAIN
108	Um jogador está arremessando a bola	Um jogador está correndo com a bola	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	A player is throwing the ball	A player is running with the ball	FLICKR	FLICKR	TEST
109	Dois grupos de pessoas estão jogando futebol	Dois times estão competindo em uma partida de futebol	ENTAILMENT	4.7	A_entails_B	B_entails_A	Two groups of people are playing football	Two teams are competing in a football match	FLICKR	FLICKR	TEST
110	Dois times estão competindo em uma partida de futebol	Dois times estão competindo em um jogo de beisebol	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two teams are competing in a football match	Two teams are competing in a baseball game	FLICKR	FLICKR	TEST
111	Dois times estão competindo em uma partida de futebol	Futebol está sendo jogado por dois times concorrentes	ENTAILMENT	4.8	A_entails_B	B_entails_A	Two teams are competing in a football match	Football is being played by two competing teams	FLICKR	FLICKR	TEST
112	Dois grupos de pessoas estão jogando futebol	Um jogador está correndo com a bola	NEUTRAL	2.1	A_neutral_B	B_neutral_A	Two groups of people are playing football	A player is running with the ball	FLICKR	FLICKR	TRAIN
113	Dois times estão competindo em um jogo de beisebol	Um jogador está correndo com a bola	NEUTRAL	3	A_neutral_B	B_neutral_A	Two teams are competing in a baseball game	A player is running with the ball	FLICKR	FLICKR	TRAIN
114	Um jogador está correndo com a bola	Futebol está sendo jogado por dois times concorrentes	NEUTRAL	3	A_neutral_B	B_neutral_A	A player is running with the ball	Football is being played by two competing teams	FLICKR	FLICKR	TEST
115	Dois times estão competindo em uma partida de futebol	Um homem, que está jogando, está correndo com a bola em suas mãos	NEUTRAL	2.7	A_neutral_B	B_neutral_A	Two teams are competing in a football match	A man who is playing is running with the ball in his hands	FLICKR	FLICKR	TEST
116	Um jogador está arremessando a bola	Dois times estão competindo em uma partida de futebol	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A player is throwing the ball	Two teams are competing in a football match	FLICKR	FLICKR	TRIAL
117	Um jogador está correndo com a bola	Dois times estão competindo em uma partida de futebol	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A player is running with the ball	Two teams are competing in a football match	FLICKR	FLICKR	TRAIN
118	Cinco crianças estão paradas em frente a uma cabana de madeira	Cinco crianças estão de pé em frente a uma cabana de madeira	ENTAILMENT	4.8	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	FLICKR	FLICKR	TEST
119	Cinco crianças estão paradas em frente a uma cabana de madeira	Cinco crianças estão em pé em uma cabana de madeira	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five children are standing in a wooden hut	FLICKR	FLICKR	TRIAL
120	Cinco estantes de madeira estão em frente a cada cabana das crianças	Cinco crianças estão paradas em frente a uma cabana de madeira	NEUTRAL	3.2	A_neutral_B	B_neutral_A	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut	FLICKR	FLICKR	TRAIN
121	Cinco crianças estão de pé juntas e uma criança tem uma pistola	Cinco crianças estão em pé juntas e uma criança tem uma arma	ENTAILMENT	4.8	A_entails_B	B_neutral_A	Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon	FLICKR	FLICKR	TEST
122	Cinco crianças estão de pé juntas e uma criança tem uma pistola	Cinco crianças estão de pé juntas e nenhuma das crianças tem uma arma	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	FLICKR	FLICKR	TRAIN
123	Cinco crianças estão paradas em frente a uma cabana de madeira	Cinco crianças estão em pé juntas e uma criança tem uma arma	NEUTRAL	2.8	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a weapon	FLICKR	FLICKR	TEST
124	Cinco crianças estão de pé juntas e nenhuma das crianças tem uma arma	Cinco crianças estão paradas em frente a uma cabana de madeira	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut	FLICKR	FLICKR	TRAIN
125	Cinco crianças estão de pé em frente a uma cabana de madeira	Cinco crianças estão de pé juntas e uma criança tem uma pistola	NEUTRAL	3	A_neutral_B	B_neutral_A	Five children are standing in front of a hut made of wood	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TEST
126	Cinco crianças estão em pé em uma cabana de madeira	Cinco crianças estão de pé juntas e uma criança tem uma pistola	NEUTRAL	2.7	A_neutral_B	B_neutral_A	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TRAIN
127	Cinco estantes de madeira estão em frente a cada cabana das crianças	Cinco crianças estão de pé juntas e uma criança tem uma pistola	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TRAIN
128	Cinco crianças estão paradas em frente a uma cabana de madeira	Cinco crianças estão de pé juntas e uma criança tem uma pistola	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TEST
129	Um homem velho está sentado em um campo	Um homem está sentado em um campo	ENTAILMENT	4.4	A_entails_B	B_neutral_A	An old man is sitting in a field	A man is sitting in a field	FLICKR	FLICKR	TRAIN
130	Um homem está sentado em um campo	Um homem está correndo em um campo	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man is sitting in a field	A man is running in a field	FLICKR	FLICKR	TRAIN
131	Uma pessoa está usando um chapéu e está sentada na grama	Uma pessoa está sentada em um campo e está usando um chapéu	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	FLICKR	FLICKR	TRAIN
132	Uma pessoa está usando um chapéu e está sentada na grama	Não tem nenhuma pessoa usando chapéu e sentada na grama	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A person is wearing a hat and is sitting on the grass	There is no person wearing a hat and sitting on the grass	FLICKR	FLICKR	TEST
133	Uma pessoa está sentada e usando um chapéu de grama	Uma pessoa está usando um chapéu e está sentada na grama	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TRAIN
134	Uma pessoa está sentada em um campo e está usando um chapéu	Um homem está sentado em um campo	NEUTRAL	4	A_neutral_B	B_neutral_A	A person is sitting in a field and is wearing a hat	A man is sitting in a field	FLICKR	FLICKR	TEST
135	Um homem está sentado em um campo	Não tem nenhuma pessoa usando chapéu e sentada na grama	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man is sitting in a field	There is no person wearing a hat and sitting on the grass	FLICKR	FLICKR	TEST
136	Uma pessoa está sentada e usando um chapéu de grama	Um homem está sentado em um campo	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A person is sitting and wearing a grass hat	A man is sitting in a field	FLICKR	FLICKR	TRAIN
137	Um homem velho está sentado em um campo	Uma pessoa está usando um chapéu e está sentada na grama	NEUTRAL	2.8	A_neutral_B	B_neutral_A	An old man is sitting in a field	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TEST
138	Uma pessoa está usando um chapéu e está sentada na grama	Um homem está correndo em um campo	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A person is wearing a hat and is sitting on the grass	A man is running in a field	FLICKR	FLICKR	TEST
139	Um homem está sentado em um campo	Uma pessoa está usando um chapéu e está sentada na grama	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TRAIN
140	A corrente está sendo navegada por um grupo de amigos em um bote	Um grupo de amigos está navegando a corrente em um bote	ENTAILMENT	4.9	A_entails_B	B_entails_A	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	FLICKR	FLICKR	TRAIN
141	Um grupo de amigos está navegando a corrente em um bote	Um grupo não está pegando a correnteza em um bote	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A group of friends are riding the current in a raft	A group is not riding the current in a raft	FLICKR	FLICKR	TRAIN
142	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	Coletes salva-vidas estão sendo usados por um grupo de pessoas que está praticando salvamento na água	ENTAILMENT	4.9	A_entails_B	B_entails_A	This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety	FLICKR	FLICKR	TEST
143	Ninguém está praticando salvamento na água e usando coletes salva-vidas	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	Nobody is practicing water safety and wearing preservers	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TEST
144	Um grupo de amigos está navegando a corrente em um bote	Coletes salva-vidas estão sendo usados por um grupo de pessoas que está praticando salvamento na água	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A group of friends are riding the current in a raft	Preservers are being worn by a group of people who are practicing water safety	FLICKR	FLICKR	TEST
145	Ninguém está praticando salvamento na água e usando coletes salva-vidas	Um grupo de amigos está navegando a corrente em um bote	NEUTRAL	2.2	A_neutral_B	B_neutral_A	Nobody is practicing water safety and wearing preservers	A group of friends are riding the current in a raft	FLICKR	FLICKR	TEST
146	A corrente está sendo navegada por um grupo de amigos em um bote	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	NEUTRAL	3.2	A_neutral_B	B_neutral_A	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TRAIN
147	Um grupo não está pegando a correnteza em um bote	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A group is not riding the current in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TEST
148	Um grupo de amigos está navegando a corrente em um bote	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TRAIN
149	O cervo está pulando sobre uma cerca	Um cervo está pulando sobre o recinto	ENTAILMENT	4.535	A_entails_B	B_neutral_A	A deer is jumping over a fence	A deer is jumping over the enclosure	FLICKR	FLICKR	TEST
150	O cervo está pulando sobre uma cerca	Um cervo não está pulando sobre a cerca	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A deer is jumping over a fence	A deer isn't jumping over the fence	FLICKR	FLICKR	TRAIN
151	Um cervo selvagem está pulando uma cerca	Um cervo está pulando uma cerca	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A wild deer is jumping a fence	A deer is jumping a fence	FLICKR	FLICKR	TEST
152	Um cervo está pulando uma cerca	Não tem nenhum cervo pulando cercas	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A deer is jumping a fence	There is no deer jumping fences	FLICKR	FLICKR	TEST
153	Um cervo selvagem está pulando uma cerca	O cervo está pulando sobre uma cerca	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A wild deer is jumping a fence	A deer is jumping over a fence	FLICKR	FLICKR	TEST
154	Não tem nenhum cervo pulando cercas	O cervo está pulando sobre uma cerca	CONTRADICTION	2.685	A_contradicts_B	B_contradicts_A	There is no deer jumping fences	A deer is jumping over a fence	FLICKR	FLICKR	TEST
